CD_CARGO,DS_CARGO_x,SQ_CANDIDATO,NR_IDADE_DATA_POSSE_x,CD_GENERO,DS_GENERO_x,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO_x,CD_ESTADO_CIVIL,DS_ESTADO_CIVIL_x,CD_COR_RACA,DS_COR_RACA_x,CD_OCUPACAO,DS_OCUPACAO_x,ST_REELEICAO_x,VR_BEM_CANDIDATO_x,QT_VOTOS_NOMINAIS_x,NM_URNA_CANDIDATO,DS_SIT_TOT_TURNO
7,DEPUTADO ESTADUAL,250001612293,35.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,116261.2,1764,FERNANDO MUNIZ,SUPLENTE
6,DEPUTADO FEDERAL,160001597830,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,257,EMPRESARIO,N,2288000.0,1192,ADEMIR VICENTE,NAO ELEITO
6,DEPUTADO FEDERAL,150001619828,58.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,232,POLICIAL CIVIL,N,52000.0,883,CRECIA GALEGA DO RG,NAO ELEITO
7,DEPUTADO ESTADUAL,250001643613,52.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,171,JORNALISTA E REDATOR,N,500000.0,1554,ALEX BUENO,SUPLENTE
7,DEPUTADO ESTADUAL,170001610735,39.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,55000.0,1245,JADSON DA CONSTRUÇÃO,SUPLENTE
7,DEPUTADO ESTADUAL,190001596757,39.0,4,FEMININO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,59500.0,2922,HÉRIKA DA VIRTUOSA,SUPLENTE
7,DEPUTADO ESTADUAL,40001618497,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,278,VEREADOR,N,590000.0,10438,JANDER LOBATO,NAO ELEITO
7,DEPUTADO ESTADUAL,250001610490,47.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,131,ADVOGADO,N,353525.01,736,DEISE DUARTE,SUPLENTE
7,DEPUTADO ESTADUAL,160001603369,33.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,50250.0,22997,CHRISTIANO PUPPI,SUPLENTE
7,DEPUTADO ESTADUAL,60001603528,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,131,ADVOGADO,S,4167809.24,90399,ROMEU ALDIGUERI,ELEITO POR QP
6,DEPUTADO FEDERAL,60001614155,34.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,3127073.33,90425,YURY DO PAREDÃO,ELEITO POR QP
7,DEPUTADO ESTADUAL,190001603281,61.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,581,DONA DE CASA,N,613.86,97,LU DO BRECHÓ,SUPLENTE
7,DEPUTADO ESTADUAL,50001614696,51.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,266,PROFESSOR DE ENSINO MEDIO,N,125130.03,15039,KARLÚCIA MACÊDO,SUPLENTE
7,DEPUTADO ESTADUAL,100001614815,35.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,920000.0,25064,LEANDRO BELLO,ELEITO POR QP
6,DEPUTADO FEDERAL,250001677905,49.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,390,SECRETARIO E DATILOGRAFO,N,20000.0,417,NEUSINHA PERINO,SUPLENTE
7,DEPUTADO ESTADUAL,140001651403,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,266,PROFESSOR DE ENSINO MEDIO,N,81000.0,10191,PROFESSOR GERSON DOURÃO,SUPLENTE
7,DEPUTADO ESTADUAL,160001717246,35.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,114,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,N,78800.0,149,DRA ELOIZA VEIGA,NAO ELEITO
6,DEPUTADO FEDERAL,60001633774,49.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,120000.0,259,IZAIAS COCADINHA,NAO ELEITO
7,DEPUTADO ESTADUAL,80001653404,41.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,303,GERENTE,N,251871.77,2475,GUSTAVO FASSARELLA,SUPLENTE
6,DEPUTADO FEDERAL,210001601607,40.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,160995.64,7202,MARLI SERPA,SUPLENTE
8,DEPUTADO DISTRITAL,70001650220,40.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,257,EMPRESARIO,N,2410000.0,11105,ANDERSON MEDINA,SUPLENTE
6,DEPUTADO FEDERAL,210001646683,72.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,S,2070649.84,114258,PEDRO WESTPHALEN,ELEITO POR QP
7,DEPUTADO ESTADUAL,130001604383,66.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,124,CONTADOR,N,612000.0,2061,VEREADORA MARA,SUPLENTE
7,DEPUTADO ESTADUAL,140001615525,70.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,601,AGRICULTOR,N,800000.0,88,SORIANO LEÃO,NAO ELEITO
7,DEPUTADO ESTADUAL,160001603325,48.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,532,MOTORISTA DE VEICULOS DE TRANSPORTE DE CARGA,N,103000.0,556,ADRIALDO CAMINHONEIRO,SUPLENTE
7,DEPUTADO ESTADUAL,210001614125,55.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,923,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,130000.0,211,SIONARA,NAO ELEITO
6,DEPUTADO FEDERAL,130001634124,50.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,264,BIOMEDICO,N,220000.0,546,SORAYA AGUIA,SUPLENTE
6,DEPUTADO FEDERAL,70001726492,53.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,258,BOMBEIRO MILITAR,N,715000.0,779,SARGENTO MONICA VITORIA,NAO ELEITO
7,DEPUTADO ESTADUAL,90001651097,59.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,679000.0,2311,HELINHO DO SUPERMERCADO,SUPLENTE
3,GOVERNADOR,90001646326,73.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,S,24874436.19,1806892,RONALDO CAIADO,ELEITO
6,DEPUTADO FEDERAL,70001650386,47.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,7012855.7,6262,SAMANTHA MEYER,NAO ELEITO
7,DEPUTADO ESTADUAL,40001612924,68.0,4,FEMININO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,SOLTEIRO(A),3,PARDA,257,EMPRESARIO,N,48000.0,82,TOINHA,SUPLENTE
6,DEPUTADO FEDERAL,50001619914,53.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,164,MUSICO,N,705000.0,745,PASTOR ARY MENDES,NAO ELEITO
7,DEPUTADO ESTADUAL,170001608952,31.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,277,DEPUTADO,S,1489480.95,42474,JOÃO PAULO COSTA,ELEITO POR QP
7,DEPUTADO ESTADUAL,170001619701,42.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,257,EMPRESARIO,N,20000.0,9182,CABO AÊNIA,SUPLENTE
7,DEPUTADO ESTADUAL,250001610509,45.0,4,FEMININO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,65000.0,2960,THATY DUDA,SUPLENTE
7,DEPUTADO ESTADUAL,270001643538,50.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,233,POLICIAL MILITAR,N,199151.58,219,TENENTE CORONEL PRISCILLA,SUPLENTE
7,DEPUTADO ESTADUAL,110001731894,61.0,4,FEMININO,8,SUPERIOR COMPLETO,7,SEPARADO(A) JUDICIALMENTE,2,PRETA,298,SERVIDOR PUBLICO MUNICIPAL,N,92335.27,165,MARLUCE DA SAÚDE,NAO ELEITO
6,DEPUTADO FEDERAL,200001603376,72.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,1932991.74,35672,JAIME CALADO,NAO ELEITO
7,DEPUTADO ESTADUAL,40001633278,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESARIO,N,7500.0,94,CHRISTIAN CORIONE,SUPLENTE
6,DEPUTADO FEDERAL,170001618616,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,297,SERVIDOR PUBLICO ESTADUAL,N,170465.08000000002,5564,ENFERMEIRO RODRIGO PATRIOTA,SUPLENTE
6,DEPUTADO FEDERAL,70001636641,60.0,4,FEMININO,3,ENSINO FUNDAMENTAL INCOMPLETO,1,SOLTEIRO(A),2,PRETA,999,OUTROS,N,97117.29,3050,MÃE BAIANA,NAO ELEITO
7,DEPUTADO ESTADUAL,250001620599,68.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,3337883.78,50824,DR VALDOMIRO LOPES,ELEITO POR QP
7,DEPUTADO ESTADUAL,230001595301,51.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,185000.0,211,CONSELHEIRO FRANCO ROCHA,SUPLENTE
7,DEPUTADO ESTADUAL,210001621292,46.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,278,VEREADOR,N,340000.0,4082,JUSSARETE VARGAS,SUPLENTE
7,DEPUTADO ESTADUAL,210001621312,65.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,1079734.68,24319,AIRTON ARTUS,SUPLENTE
7,DEPUTADO ESTADUAL,250001605054,41.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,185,ESCRITOR E CRITICO,N,4974545.0,317,PAULA ESTEVES,SUPLENTE
6,DEPUTADO FEDERAL,190001729207,60.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,296,SERVIDOR PUBLICO FEDERAL,N,2351172.19,274,AUGUSTO ECO,SUPLENTE
6,DEPUTADO FEDERAL,80001651996,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,101,ENGENHEIRO,N,830000.0,6842,SERGIO SÁ,NAO ELEITO
7,DEPUTADO ESTADUAL,160001716110,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,S,522192.18,36423,MARCIO PACHECO,ELEITO POR QP
6,DEPUTADO FEDERAL,240001610078,54.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,230,PEDAGOGO,N,150000.0,370,PROFESSOR DAUDT,NAO ELEITO
6,DEPUTADO FEDERAL,250001622066,42.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,150000.0,748,FABIANA,NAO ELEITO
7,DEPUTADO ESTADUAL,250001612295,58.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,1085000.0,4241,CORONEL WAGNER,SUPLENTE
7,DEPUTADO ESTADUAL,100001599591,52.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,113,ENFERMEIRO,N,159463.48,37435,CLAUDIA COUTINHO,ELEITO POR MEDIA
7,DEPUTADO ESTADUAL,220001614414,58.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,233,POLICIAL MILITAR,N,15000.0,2451,WILLIAM O HOMEM DO TEMPO,SUPLENTE
7,DEPUTADO ESTADUAL,150001620830,53.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),2,PRETA,257,EMPRESARIO,N,120000.0,51,CRISTINO BOMFIM,SUPLENTE
6,DEPUTADO FEDERAL,210001605647,44.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,21000.0,262,TATIANA ARMOS,NAO ELEITO
7,DEPUTADO ESTADUAL,190001645667,36.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,13644507.75,25107,RAFAEL,SUPLENTE
7,DEPUTADO ESTADUAL,270001651896,31.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,514,ESTETICISTA,N,80000.0,87,VIVIANE NOLETO ,SUPLENTE
6,DEPUTADO FEDERAL,50001619837,38.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,80406.7,993,IGOR MANASSÉS,SUPLENTE
7,DEPUTADO ESTADUAL,250001642276,36.0,4,FEMININO,8,SUPERIOR COMPLETO,5,VIUVO(A),2,PRETA,126,ANALISTA DE SISTEMAS,N,14486.29,194,THAÍSE MIRANDA,NAO ELEITO
7,DEPUTADO ESTADUAL,50001620006,65.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,297,SERVIDOR PUBLICO ESTADUAL,N,318000.0,18783,PAULO CEZAR,SUPLENTE
6,DEPUTADO FEDERAL,60001608889,28.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,101,ENGENHEIRO,N,299398.61,10813,CAETANO NETO,SUPLENTE
7,DEPUTADO ESTADUAL,220001635671,65.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,3,CASADO(A),3,PARDA,536,TAXISTA,N,153000.0,374,JUAREZ TAQUES,NAO ELEITO
7,DEPUTADO ESTADUAL,130001678166,52.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,169,COMERCIANTE,N,505510.7,3009,JOÃO DO PANDA,SUPLENTE
7,DEPUTADO ESTADUAL,190001619442,49.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,SOLTEIRO(A),3,PARDA,536,TAXISTA,N,12000.0,7597,MARCELO DO TAXI,SUPLENTE
7,DEPUTADO ESTADUAL,210001601927,46.0,2,MASCULINO,5,ENSINO MEDIO INCOMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESARIO,N,312000.0,4,TONI MATRIX,SUPLENTE
7,DEPUTADO ESTADUAL,130001605831,32.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),3,PARDA,232,POLICIAL CIVIL,N,375000.0,7743,VICTOR MARTINS ,SUPLENTE
8,DEPUTADO DISTRITAL,70001620322,51.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),2,PRETA,230,PEDAGOGO,N,16000.0,3155,TIA NAIR,SUPLENTE
7,DEPUTADO ESTADUAL,210001601933,62.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,111,MEDICO,N,392000.0,2063,DRA CIDA BRIZOLA,SUPLENTE
5,SENADOR,190001609710,66.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,240144.53,18224,ITAGIBA,NAO ELEITO
7,DEPUTADO ESTADUAL,30001648123,42.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,297,SERVIDOR PUBLICO ESTADUAL,N,672822.5,1557,AMELIANY AZEVEDO,SUPLENTE
7,DEPUTADO ESTADUAL,230001602216,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,169,COMERCIANTE,N,22000.0,896,EDVALDO SANTA TERESA,SUPLENTE
7,DEPUTADO ESTADUAL,270001676095,40.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,296,SERVIDOR PUBLICO FEDERAL,N,35000.0,1754,PEARA DO COLETIVO SOMOS,SUPLENTE
5,SENADOR,270001739229,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,131,ADVOGADO,N,630000.0,757,MARCELO CLAUDIO,NAO ELEITO
7,DEPUTADO ESTADUAL,80001652383,60.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,923,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,15000.0,143,MARY TELLES,NAO ELEITO
6,DEPUTADO FEDERAL,20001652307,65.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,S,477163.58,24722,TEREZA NELMA,NAO ELEITO
7,DEPUTADO ESTADUAL,250001597750,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,326000.0,4850,RAFA BERNARDO,SUPLENTE
7,DEPUTADO ESTADUAL,190001639122,27.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),2,PRETA,171,JORNALISTA E REDATOR,N,1339.23,21361,WESLEY TEIXEIRA,SUPLENTE
6,DEPUTADO FEDERAL,60001601194,42.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,49557.07,2313,KELVYA ALBUQUERQUE,SUPLENTE
7,DEPUTADO ESTADUAL,50001647031,31.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,278,VEREADOR,N,104009.73,6624,NEI VILARES,SUPLENTE
6,DEPUTADO FEDERAL,210001596110,30.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,278,VEREADOR,N,1904655.47,8505,ADRIANO STRACK,SUPLENTE
7,DEPUTADO ESTADUAL,190001612166,26.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,278,VEREADOR,N,62168.93,15504,BRUNO VIANNA,SUPLENTE
7,DEPUTADO ESTADUAL,250001643760,54.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,232,POLICIAL CIVIL,N,193083.32,31390,BIOTO NPN,SUPLENTE
8,DEPUTADO DISTRITAL,70001654534,64.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,2169974.0,356,ESTEFANE O CABEÇA BRANCA,SUPLENTE
6,DEPUTADO FEDERAL,190001619231,48.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,109,AGENTE DE SAUDE E SANITARISTA,N,380000.0,7324,SANDRO CEZAR,SUPLENTE
7,DEPUTADO ESTADUAL,270001697336,58.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,514,ESTETICISTA,N,675000.0,39,DILMA SOBRINHO,SUPLENTE
7,DEPUTADO ESTADUAL,40001609313,48.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,5,VIUVO(A),3,PARDA,581,DONA DE CASA,N,60000.0,96,ANA ANDREA,SUPLENTE
7,DEPUTADO ESTADUAL,130001598594,65.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,142,PROFESSOR DE ENSINO SUPERIOR,N,1405000.0,1591,PROF. MARCO ANTÔNIO,SUPLENTE
6,DEPUTADO FEDERAL,170001604107,27.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESARIO,N,126038.2,858,RODOLFO ALBUQUERQUE,NAO ELEITO
6,DEPUTADO FEDERAL,270001613197,40.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,5,VIUVO(A),3,PARDA,999,OUTROS,N,35000.0,563,IARA MARIANA,NAO ELEITO
6,DEPUTADO FEDERAL,270001713304,63.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,234,PRODUTOR AGROPECUARIO,N,585007.0,200,SILVINO VITOR,NAO ELEITO
6,DEPUTADO FEDERAL,250001604864,54.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,93900.23,7612,MARCELO ROSSI,NAO ELEITO
7,DEPUTADO ESTADUAL,130001615229,52.0,4,FEMININO,8,SUPERIOR COMPLETO,5,VIUVO(A),3,PARDA,999,OUTROS,N,19867.43,85,JANETE CARVALHO,SUPLENTE
6,DEPUTADO FEDERAL,60001619138,56.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),3,PARDA,999,OUTROS,N,79291.6,239,MAXSWELL,SUPLENTE
7,DEPUTADO ESTADUAL,170001618428,34.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,114,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,N,18000.0,2967,CRISTIANO NASCIMENTO,SUPLENTE
5,SENADOR,40001618514,64.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,276,SENADOR,S,990133.39,784007,OMAR AZIZ,ELEITO
6,DEPUTADO FEDERAL,220001600384,52.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,113,ENFERMEIRO,N,520000.0,732,ENFERMEIRA JULIA,NAO ELEITO
7,DEPUTADO ESTADUAL,190001723116,36.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,233,POLICIAL MILITAR,N,315000.0,1142,ROMULO BARRETO,NAO ELEITO
7,DEPUTADO ESTADUAL,50001648329,37.0,4,FEMININO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),2,PRETA,999,OUTROS,N,40000.0,724,CAROL MONTEIRO,SUPLENTE
7,DEPUTADO ESTADUAL,250001620663,44.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,169500.0,2188,FABIO ADONIS,SUPLENTE
6,DEPUTADO FEDERAL,250001677889,48.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,298,SERVIDOR PUBLICO MUNICIPAL,N,295000.0,852,VANIA RIBEIRO,SUPLENTE
6,DEPUTADO FEDERAL,170001609041,57.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,927774.06,2451,DR. ADAIAS LUCENA,SUPLENTE
6,DEPUTADO FEDERAL,110001724934,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,185000.0,1564,THIAGUINHO,NAO ELEITO
6,DEPUTADO FEDERAL,270001654164,44.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,277,DEPUTADO,N,5115493.03,45880,RICARDO AYRES,ELEITO POR MEDIA
7,DEPUTADO ESTADUAL,50001620028,40.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,101,ENGENHEIRO,N,438000.0,1839,FRANKLIN LACERDA,SUPLENTE
7,DEPUTADO ESTADUAL,130001607525,48.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,296,SERVIDOR PUBLICO FEDERAL,N,454000.0,1728,GILSON MELO,SUPLENTE
7,DEPUTADO ESTADUAL,270001672841,61.0,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,180000.0,405,PAIAKAN,SUPLENTE
7,DEPUTADO ESTADUAL,160001614994,63.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,194194.57,36387,DR. ANTENOR,ELEITO POR MEDIA
7,DEPUTADO ESTADUAL,210001647193,48.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,999,OUTROS,N,246829.49,2098,JAIME STARKE,SUPLENTE
6,DEPUTADO FEDERAL,240001610853,48.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,125,ADMINISTRADOR,N,434342.65,22265,ROSINEY HORACIO,NAO ELEITO
6,DEPUTADO FEDERAL,140001620797,55.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,S,2226845.8,160342,JÚNIOR FERRARI,ELEITO POR QP
7,DEPUTADO ESTADUAL,30001600719,54.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,921,MILITAR REFORMADO,N,875000.0,273,MAJOR SAULO,SUPLENTE
6,DEPUTADO FEDERAL,130001606689,64.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,923,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,60000.0,698,PROFESSORA ELISETE INÁCIO,SUPLENTE
7,DEPUTADO ESTADUAL,80001602772,60.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,143,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,N,504588.31000000006,13253,PR MARCOS MANSUR,SUPLENTE
6,DEPUTADO FEDERAL,250001620759,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,278,VEREADOR,N,16692.82,6264,MICHEL FIGUEREDO,NAO ELEITO
7,DEPUTADO ESTADUAL,240001610204,35.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESARIO,N,239800.0,985,JEFERSON PETRY,SUPLENTE
6,DEPUTADO FEDERAL,50001614033,51.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,125,ADMINISTRADOR,N,412650.0,1997,ROSANA LAGO,SUPLENTE
7,DEPUTADO ESTADUAL,160001622217,61.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),2,PRETA,922,SERVIDOR PUBLICO CIVIL APOSENTADO,N,850000.0,944,NICE VIEIRA,SUPLENTE
7,DEPUTADO ESTADUAL,160001622695,46.0,2,MASCULINO,5,ENSINO MEDIO INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,4500.0,911,MÁRIO CÉSAR RADIALISTA,NAO ELEITO
